GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,source_status,notes
31,Nebraska,NE,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.6407224285655206,NA,1.6407224285655206,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
32,Nevada,NV,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.6653236414731818,NA,0.6653236414731818,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
33,New Hampshire,NH,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.9192919816512675,NA,0.9192919816512675,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
34,New Jersey,NJ,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.5308569291549383,NA,1.5308569291549383,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
35,New Mexico,NM,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.847321078840741,NA,0.847321078840741,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
36,New York,NY,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.3419410700181622,NA,1.3419410700181622,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
37,North Carolina,NC,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.9692782023132664,NA,0.9692782023132664,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
38,North Dakota,ND,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.5627066679568375,NA,1.5627066679568375,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
39,Ohio,OH,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.6515252179643156,NA,1.6515252179643156,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
40,Oklahoma,OK,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.3636251763794631,NA,1.3636251763794631,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
41,Oregon,OR,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.6809143405966871,NA,0.6809143405966871,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
42,Pennsylvania,PA,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.2094831645458917,NA,1.2094831645458917,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
44,Rhode Island,RI,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.6075023291101245,NA,1.6075023291101245,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
45,South Carolina,SC,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.8396498468292234,NA,0.8396498468292234,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
46,South Dakota,SD,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.1513505966295228,NA,1.1513505966295228,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
47,Tennessee,TN,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.0092853475602195,NA,1.0092853475602195,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
48,Texas,TX,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.0159989926779573,NA,1.0159989926779573,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
49,Utah,UT,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.1482536374745853,NA,1.1482536374745853,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
50,Vermont,VT,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.7437294235291088,NA,0.7437294235291088,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
51,Virginia,VA,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,1.0294468489763908,NA,1.0294468489763908,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
53,Washington,WA,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.6806535467364675,NA,0.6806535467364675,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
54,West Virginia,WV,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.8596832495363615,NA,0.8596832495363615,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
55,Wisconsin,WI,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.7066546151324734,NA,0.7066546151324734,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
56,Wyoming,WY,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,0.6728662483174477,NA,0.6728662483174477,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
72,Puerto Rico,PR,2024,rel_score_nursing_18to64,CL,relative,Living in Nursing Home Age 18 to 64: Relative,NA,NA,NA,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = nursing home/skilled nursing. Verify exact GQ type code in 2024 PUMS codebook. 65+ removed per 2024 revision.
000,United States,USA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1678670383243792,0.010400080044805624,-1.1574669582795736,lower_better,none,1,acs_ready,NA
01,Alabama,AL,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.0685418444128383,0.014964180724058964,-1.0535776636887793,lower_better,none,1,acs_ready,NA
02,Alaska,AK,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.5964980638438991,0.015919881603840513,-0.5805781822400586,lower_better,none,1,acs_ready,NA
04,Arizona,AZ,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.7518342835073643,0.011410390998539703,-0.7404238925088246,lower_better,none,1,acs_ready,NA
05,Arkansas,AR,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.2676923961681128,0.008887078645827244,-1.2588053175222855,lower_better,none,1,acs_ready,NA
06,California,CA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1023020386509679,0.008720792874749752,-1.0935812457762182,lower_better,none,1,acs_ready,NA
08,Colorado,CO,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.8025089895832522,0.0070396753597629065,-0.7954693142234893,lower_better,none,1,acs_ready,NA
09,Connecticut,CT,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.3726437664008955,0.010514274623968367,-1.362129491776927,lower_better,none,1,acs_ready,NA
10,Delaware,DE,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.926824946123666,0.01322536163211573,-0.9135995844915502,lower_better,none,1,acs_ready,NA
11,District of Columbia,DC,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1497655287091864,0.011399460950840152,-1.1383660677583463,lower_better,none,1,acs_ready,NA
12,Florida,FL,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1801613590520657,0.007356713470187751,-1.172804645581878,lower_better,none,1,acs_ready,NA
13,Georgia,GA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.877352207573366,0.010953682810722344,-0.8663985247626436,lower_better,none,1,acs_ready,NA
15,Hawaii,HI,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.7850455637604581,0.004394886975050043,-0.780650676785408,lower_better,none,1,acs_ready,NA
16,Idaho,ID,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.9745112304871767,0.010732060689803202,-0.9637791697973734,lower_better,none,1,acs_ready,NA
17,Illinois,IL,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,2.4477103693535374,0.03881948879751488,-2.4088908805560223,lower_better,none,1,acs_ready,NA
18,Indiana,IN,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.4812794210861084,0.010676914050974306,-1.470602507035134,lower_better,none,1,acs_ready,NA
19,Iowa,IA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.284563380056746,0.005216476742573185,-1.279346903314173,lower_better,none,1,acs_ready,NA
20,Kansas,KS,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.335520534391371,0.008260281227323252,-1.3272602531640478,lower_better,none,1,acs_ready,NA
21,Kentucky,KY,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.9771971468334121,0.010063639909920843,-0.9671335069234912,lower_better,none,1,acs_ready,NA
22,Louisiana,LA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1235294063933328,0.009164252093072221,-1.1143651543002606,lower_better,none,1,acs_ready,NA
23,Maine,ME,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.3213803506441772,0,-1.3213803506441772,lower_better,none,1,acs_ready,NA
24,Maryland,MD,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.500299456148994,0.014454842268411454,-1.4858446138805825,lower_better,none,1,acs_ready,NA
25,Massachusetts,MA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.0641170419265067,0.011308118641162185,-1.0528089232853446,lower_better,none,1,acs_ready,NA
26,Michigan,MI,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.932649685011296,0.0076554884985359705,-0.92499419651276,lower_better,none,1,acs_ready,NA
27,Minnesota,MN,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1166985317389844,0.011909938632056208,-1.1047885931069281,lower_better,none,1,acs_ready,NA
28,Mississippi,MS,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.3430977905162917,0.010777998391956534,-1.3323197921243353,lower_better,none,1,acs_ready,NA
29,Missouri,MO,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.8074487478975105,0.017099280281717345,-1.7903494676157932,lower_better,none,1,acs_ready,NA
30,Montana,MT,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.2541390640756602,0.0031180676586383183,-1.2510209964170218,lower_better,none,1,acs_ready,NA
31,Nebraska,NE,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.6407224285655206,0.006546672393862552,-1.6341757561716581,lower_better,none,1,acs_ready,NA
32,Nevada,NV,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.6653236414731818,0.005919711094234041,-0.6594039303789477,lower_better,none,1,acs_ready,NA
33,New Hampshire,NH,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.9192919816512675,0.0018323276374054478,-0.917459654013862,lower_better,none,1,acs_ready,NA
34,New Jersey,NJ,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.5308569291549383,0.013180870637567179,-1.5176760585173712,lower_better,none,1,acs_ready,NA
35,New Mexico,NM,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.847321078840741,0.020806634356194134,-0.8265144444845469,lower_better,none,1,acs_ready,NA
36,New York,NY,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.3419410700181622,0.00646701078793678,-1.3354740592302254,lower_better,none,1,acs_ready,NA
37,North Carolina,NC,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.9692782023132664,0.006969506580938044,-0.9623086957323284,lower_better,none,1,acs_ready,NA
38,North Dakota,ND,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.5627066679568375,0.012780086602978856,-1.5499265813538587,lower_better,none,1,acs_ready,NA
39,Ohio,OH,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.6515252179643156,0.01597550137498918,-1.6355497165893265,lower_better,none,1,acs_ready,NA
40,Oklahoma,OK,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.3636251763794631,0.015086794171563774,-1.3485383822078993,lower_better,none,1,acs_ready,NA
41,Oregon,OR,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.6809143405966871,0.0018171438213105044,-0.6790971967753766,lower_better,none,1,acs_ready,NA
42,Pennsylvania,PA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.2094831645458917,0.011577577790267326,-1.1979055867556243,lower_better,none,1,acs_ready,NA
44,Rhode Island,RI,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.6075023291101245,0.011959672345280198,-1.5955426567648443,lower_better,none,1,acs_ready,NA
45,South Carolina,SC,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.8396498468292234,5.049502379998368e-4,-0.8391448965912236,lower_better,none,1,acs_ready,NA
46,South Dakota,SD,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1513505966295228,0.0014948769009660839,-1.1498557197285566,lower_better,none,1,acs_ready,NA
47,Tennessee,TN,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.0092853475602195,0.010188228846253916,-0.9990971187139656,lower_better,none,1,acs_ready,NA
48,Texas,TX,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.0159989926779573,0.007269555778682134,-1.0087294368992752,lower_better,none,1,acs_ready,NA
49,Utah,UT,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.1482536374745853,0.006126751893602528,-1.1421268855809827,lower_better,none,1,acs_ready,NA
50,Vermont,VT,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.7437294235291088,0.002614981028152836,-0.7411144425009559,lower_better,none,1,acs_ready,NA
51,Virginia,VA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,1.0294468489763908,0.01341387811034564,-1.0160329708660452,lower_better,none,1,acs_ready,NA
53,Washington,WA,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.6806535467364675,0.0044720909271191945,-0.6761814558093483,lower_better,none,1,acs_ready,NA
54,West Virginia,WV,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.8596832495363615,0.012153585214078477,-0.847529664322283,lower_better,none,1,acs_ready,NA
55,Wisconsin,WI,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.7066546151324734,0.008123726930635077,-0.6985308882018383,lower_better,none,1,acs_ready,NA
56,Wyoming,WY,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,0.6728662483174477,0.005911743269437592,-0.6669545050480101,lower_better,none,1,acs_ready,NA
72,Puerto Rico,PR,2024,eq_score_nursing_18to64,CL,equity,Living in Nursing Home Age 18 to 64: Equity,NA,NA,NA,lower_better,none,1,acs_ready,NA
000,United States,USA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.0418708400998165,NA,1.0418708400998165,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
01,Alabama,AL,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.354263361217135,NA,1.354263361217135,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
02,Alaska,AK,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.9114894200864443,NA,0.9114894200864443,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
04,Arizona,AZ,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.108962839793629,NA,1.108962839793629,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
05,Arkansas,AR,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.6722653802021452,NA,0.6722653802021452,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
06,California,CA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.9435108693280989,NA,0.9435108693280989,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
08,Colorado,CO,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.7958702956245483,NA,1.7958702956245483,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
09,Connecticut,CT,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.5072640692654988,NA,0.5072640692654988,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
10,Delaware,DE,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.7678660809138377,NA,0.7678660809138377,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
11,District of Columbia,DC,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.309914625389209,NA,1.309914625389209,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
12,Florida,FL,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.2316071816865957,NA,1.2316071816865957,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
13,Georgia,GA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.5687005266094967,NA,1.5687005266094967,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
15,Hawaii,HI,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.5711075467897022,NA,0.5711075467897022,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
16,Idaho,ID,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.1681918173938644,NA,1.1681918173938644,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
17,Illinois,IL,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.692825170636916,NA,0.692825170636916,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
18,Indiana,IN,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.8796215353932663,NA,0.8796215353932663,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
19,Iowa,IA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.734394218040259,NA,0.734394218040259,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
20,Kansas,KS,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.4998734510150722,NA,1.4998734510150722,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
21,Kentucky,KY,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.3200982096500902,NA,1.3200982096500902,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
22,Louisiana,LA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.3438142793529795,NA,1.3438142793529795,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
23,Maine,ME,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.5855603457874046,NA,0.5855603457874046,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
24,Maryland,MD,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.9263867992929222,NA,0.9263867992929222,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
25,Massachusetts,MA,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.4352451872711144,NA,0.4352451872711144,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
26,Michigan,MI,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.215078455449605,NA,1.215078455449605,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
27,Minnesota,MN,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.424871148719769,NA,0.424871148719769,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
28,Mississippi,MS,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.8654443458582118,NA,0.8654443458582118,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
29,Missouri,MO,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.7899086991204005,NA,0.7899086991204005,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
30,Montana,MT,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.8977429584032829,NA,0.8977429584032829,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
31,Nebraska,NE,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.6417157476374548,NA,0.6417157476374548,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
32,Nevada,NV,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.0275476025123045,NA,1.0275476025123045,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
33,New Hampshire,NH,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.7298078467000398,NA,0.7298078467000398,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
34,New Jersey,NJ,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,0.25666345338547547,NA,0.25666345338547547,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
35,New Mexico,NM,2024,rel_score_corrections,CL,relative,Living in Correctional Facility: Relative,1.434831869411336,NA,1.434831869411336,lower_better,none,1,acs_ready,ACS PUMS DIS=1 AGEP 18-64 institutional GQ subtype = correctional facility. Verify exact GQ type code.
