GEOID,NAME,ABBR,year,indicator_id,category,dimension,indicator_label,value_pwd,value_pwod,value_raw,direction,transform,weight,source_status,notes,value_transformed,value_winsor,z_score,score_100_unadjusted,score_100
28,Mississippi,MS,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,5027.338831168831,NA,5027.338831168831,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,5027.338831168831,5027.338831168831,-0.880482704958747,18.929893516498375,18.929893516498375
29,Missouri,MO,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,18907.193033278774,NA,18907.193033278774,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,18907.193033278774,18907.193033278774,0.4345920502570008,66.80707167959066,66.80707167959066
30,Montana,MT,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,15945.311116071429,NA,15945.311116071429,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,15945.311116071429,15945.311116071429,0.15396257962053778,56.118037957100896,56.118037957100896
31,Nebraska,NE,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,20570.988883495145,NA,20570.988883495145,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,20570.988883495145,20570.988883495145,0.5922317407459441,72.31522912704666,72.31522912704666
32,Nevada,NV,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,7620.254363636363,NA,7620.254363636363,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,7620.254363636363,7620.254363636363,-0.6348116979364616,26.27756164829843,26.27756164829843
33,New Hampshire,NH,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,19611.33893238434,NA,19611.33893238434,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,19611.33893238434,19611.33893238434,0.5013077723689563,69.19227319504859,69.19227319504859
34,New Jersey,NJ,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,17074.45427211646,NA,17074.45427211646,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,17074.45427211646,17074.45427211646,0.26094552323919123,60.293274091481386,60.293274091481386
35,New Mexico,NM,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,10581.03715,NA,10581.03715,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,10581.03715,10581.03715,-0.3542863666666082,36.15621419228644,36.15621419228644
36,New York,NY,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,19753.0565984375,NA,19753.0565984375,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,19753.0565984375,19753.0565984375,0.5147350982097618,69.66309282170239,69.66309282170239
37,North Carolina,NC,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,3254.5951731660757,NA,3254.5951731660757,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,3254.5951731660757,3254.5951731660757,-1.048444875033549,14.721684372068072,14.721684372068072
38,North Dakota,ND,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,22405.34162162162,NA,22405.34162162162,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,22405.34162162162,22405.34162162162,0.7660311872634951,77.81711272350543,77.81711272350543
39,Ohio,OH,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,13165.708385390428,NA,13165.708385390428,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,13165.708385390428,13165.708385390428,-0.10939648218370436,45.64440119073891,45.64440119073891
40,Oklahoma,OK,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,6741.198684863523,NA,6741.198684863523,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,6741.198684863523,6741.198684863523,-0.7180995995779266,23.63479385268404,23.63479385268404
41,Oregon,OR,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,33666.590713678845,NA,33666.590713678845,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,33666.590713678845,33666.590713678845,1.8330009246624277,96.65987832121998,96.65987832121998
42,Pennsylvania,PA,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,7388.176160894549,NA,7388.176160894549,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,7388.176160894549,7388.176160894549,-0.6568004149083739,25.565462870513084,25.565462870513084
44,Rhode Island,RI,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,14805.946674937964,NA,14805.946674937964,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,14805.946674937964,14805.946674937964,0.04601119974960606,51.83493383722948,51.83493383722948
45,South Carolina,SC,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,6643.626318774815,NA,6643.626318774815,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,6643.626318774815,6643.626318774815,-0.7273442900178609,23.350753638532336,23.350753638532336
46,South Dakota,SD,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,15114.820396039604,NA,15114.820396039604,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,15114.820396039604,15114.820396039604,0.07527606285663846,53.000246674583884,53.000246674583884
47,Tennessee,TN,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,2449.781249625412,NA,2449.781249625412,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,2449.781249625412,2449.781249625412,-1.1246985919734267,13.035838928592296,13.035838928592296
48,Texas,TX,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,4377.0031518058695,NA,4377.0031518058695,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,4377.0031518058695,4377.0031518058695,-0.9421000693699888,17.30707044977624,17.30707044977624
49,Utah,UT,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,13121.774147286822,NA,13121.774147286822,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,13121.774147286822,13121.774147286822,-0.11355912010326598,45.47936475399263,45.47936475399263
50,Vermont,VT,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,18858.869829787232,NA,18858.869829787232,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,18858.869829787232,18858.869829787232,0.4300135709676996,66.64071153356629,66.64071153356629
51,Virginia,VA,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,20405.488636363636,NA,20405.488636363636,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,20405.488636363636,20405.488636363636,0.5765510863373747,71.78786249997873,71.78786249997873
53,Washington,WA,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,29651.666288601908,NA,29651.666288601908,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,29651.666288601908,29651.666288601908,1.452598819666602,92.68324130096892,92.68324130096892
54,West Virginia,WV,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,9346.641577752554,NA,9346.641577752554,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,9346.641577752554,9346.641577752554,-0.47124166254903493,31.8734084988136,31.8734084988136
55,Wisconsin,WI,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,8606.581497912317,NA,8606.581497912317,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,8606.581497912317,8606.581497912317,-0.541360146084179,29.412968570000185,29.412968570000185
56,Wyoming,WY,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,15408.61064,NA,15408.61064,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,15408.61064,15408.61064,0.10311181152770604,54.1062884625133,54.1062884625133
72,Puerto Rico,PR,2024,rel_score_hcbs_per_individual,CL,relative,HCBS Spending Per Individual: Relative,NA,NA,NA,higher_better,none,1,external_ready,Source: KFF Custom State Report (HCBS 2024.csv). Formula: Home Health & Personal Care FFS spend (FY2024) / People with Disabilities Medicaid enrollees (2023). Denominator is all disabled Medicaid enrollees (not just HCBS waiver participants — no unduplicated HCBS count available in file). FFS spending only.,NA,NA,NA,NA,NA
000,United States,USA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,NA,NA,NA,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,NA,NA,NA,NA,NA
01,Alabama,AL,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04106764968548575,NA,0.04106764968548575,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04106764968548575,0.04106764968548575,-0.4287648213286106,33.40471910886825,33.40471910886825
02,Alaska,AK,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04448795117988878,NA,0.04448795117988878,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04448795117988878,0.04448795117988878,-0.2957475046845501,38.37114577932587,38.37114577932587
04,Arizona,AZ,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.0234634195029444,NA,0.0234634195029444,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.0234634195029444,0.0234634195029444,-1.1134025540834351,13.276778927800354,13.276778927800354
05,Arkansas,AR,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04016349016608878,NA,0.04016349016608878,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04016349016608878,0.04016349016608878,-0.4639280586295258,32.134964463563534,32.134964463563534
06,California,CA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.07040052010515943,NA,0.07040052010515943,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.07040052010515943,0.07040052010515943,0.7120058736167875,76.17694305730507,76.17694305730507
08,Colorado,CO,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.05028872568256994,NA,0.05028872568256994,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.05028872568256994,0.05028872568256994,-0.0701523458757197,47.20362016538288,47.20362016538288
09,Connecticut,CT,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.09152369908283792,NA,0.09152369908283792,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.09152369908283792,0.09152369908283792,1.5334973682118935,93.74233226974071,93.74233226974071
10,Delaware,DE,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.03177600383284836,NA,0.03177600383284836,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.03177600383284836,0.03177600383284836,-0.7901217954278948,21.472832114938576,21.472832114938576
11,District of Columbia,DC,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.17644079024276196,NA,0.17644079024276196,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.17644079024276196,0.17644079024276196,4.83596752231848,99.99993375022191,99.99993375022191
12,Florida,FL,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.03641358694354776,NA,0.03641358694354776,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.03641358694354776,0.03641358694354776,-0.609763759123637,27.10091558667891,27.10091558667891
13,Georgia,GA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.03875193188693311,NA,0.03875193188693311,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.03875193188693311,0.03875193188693311,-0.5188242994688926,30.194163555534793,30.194163555534793
15,Hawaii,HI,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.06476374976904084,NA,0.06476374976904084,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.06476374976904084,0.06476374976904084,0.4927889227496536,68.89191307447568,68.89191307447568
16,Idaho,ID,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.02490320375145844,NA,0.02490320375145844,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.02490320375145844,0.02490320375145844,-1.057408590511183,14.516257631022237,14.516257631022237
17,Illinois,IL,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.06629045403976871,NA,0.06629045403976871,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.06629045403976871,0.06629045403976871,0.5521632515138182,70.95817452856527,70.95817452856527
18,Indiana,IN,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04003628748541089,NA,0.04003628748541089,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04003628748541089,0.04003628748541089,-0.4688750375088416,31.957948004779823,31.957948004779823
19,Iowa,IA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04791720801934877,NA,0.04791720801934877,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04791720801934877,0.04791720801934877,-0.16238190998048607,43.55025577601134,43.55025577601134
20,Kansas,KS,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.02751758246277864,NA,0.02751758246277864,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.02751758246277864,0.02751758246277864,-0.9557340330371594,16.960331183079667,16.960331183079667
21,Kentucky,KY,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04069545712292816,NA,0.04069545712292816,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04069545712292816,0.04069545712292816,-0.44323958503798017,32.87962246926707,32.87962246926707
22,Louisiana,LA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.06683231396534149,NA,0.06683231396534149,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.06683231396534149,0.06683231396534149,0.5732364678412639,71.67577022097683,71.67577022097683
23,Maine,ME,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.05564845653846331,NA,0.05564845653846331,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.05564845653846331,0.05564845653846331,0.13829039449437844,55.499454167272575,55.499454167272575
24,Maryland,MD,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.07463839921627359,NA,0.07463839921627359,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.07463839921627359,0.07463839921627359,0.8768192120153985,80.97075788916645,80.97075788916645
25,Massachusetts,MA,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.10764988301954706,NA,0.10764988301954706,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.10764988301954706,0.10764988301954706,2.1606531082774323,98.46389271595446,98.46389271595446
26,Michigan,MI,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.0390072636002491,NA,0.0390072636002491,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.0390072636002491,0.0390072636002491,-0.5088943153973123,30.54131523782494,30.54131523782494
27,Minnesota,MN,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.05073305620601814,NA,0.05073305620601814,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.05073305620601814,0.05073305620601814,-0.05287209908202402,47.89169074995524,47.89169074995524
28,Mississippi,MS,2024,rel_score_hcv_hoh,CL,relative,Housing Choice Voucher (Head of Household): Relative,0.04630002901785279,NA,0.04630002901785279,higher_better,none,1,external_ready,Source: HUD Picture of Subsidized Households (POSH) — huduser.gov/portal/datasets/assthsg.html. State-level total HCV (Section 8) households. OLD version: no disability filter on HoH. Denominator: total disabled population by state (from ACS disability count — e.g. B18101 total with disability). Rate = HCV_HHs / disabled_pop. Most recent: 2023.,0.04630002901785279,0.04630002901785279,-0.2252748484141669,41.08827324339423,41.08827324339423
